uid,d,t,x,y,combined_xy
1410,2,35,142,108,21541
1410,2,40,141,106,21140
1410,2,41,142,108,21541
1410,2,42,133,98,19532
1410,2,43,133,98,19532
1410,2,44,142,108,21541
1410,2,45,133,98,19532
1410,2,46,142,108,21541
1410,2,47,142,108,21541
1410,3,0,142,108,21541
1410,3,14,140,102,20339
1410,3,15,142,108,21541
1410,3,16,102,106,21101
1410,3,17,142,108,21541
1410,3,18,90,114,22689
1410,3,19,88,112,22287
1410,3,20,90,112,22289
1410,3,21,89,111,22088
1410,3,22,90,112,22289
1410,3,23,91,113,22490
1410,3,24,142,108,21541
1410,3,25,142,108,21541
1410,3,26,142,108,21541
1410,3,27,90,112,22289
1410,3,28,142,108,21541
1410,3,29,90,112,22289
1410,3,30,143,110,21942
1410,3,31,143,111,22142
1410,3,32,90,124,24689
1410,3,33,90,124,24689
1410,3,34,142,108,21541
1410,3,35,122,120,23921
1410,3,36,143,114,22742
1410,3,37,143,112,22342
1410,4,15,140,109,21739
1410,4,17,142,108,21541
1410,4,18,142,108,21541
1410,4,19,142,108,21541
1694,0,14,154,20,3953
1694,0,15,150,27,5349
1694,0,27,151,26,5150
1694,0,28,152,27,5351
1694,0,29,142,26,5141
1694,0,30,127,26,5126
1694,0,31,151,21,4150
1694,0,32,154,20,3953
1694,0,33,155,20,3954
1694,0,34,154,20,3953
1694,0,35,154,20,3953
1694,0,36,155,20,3954
1694,0,37,154,20,3953
1694,1,14,155,20,3954
1694,1,15,154,20,3953
1694,1,17,154,20,3953
1694,1,19,155,20,3954
1694,1,20,146,20,3945
1694,1,23,154,19,3753
1694,1,24,155,20,3954
1694,1,25,154,19,3753
1694,1,26,154,19,3753
1694,1,27,155,20,3954
1694,1,29,154,20,3953
1694,1,30,155,20,3954
1694,1,31,149,27,5348
1694,1,32,151,21,4150
1694,1,33,155,20,3954
1694,1,34,154,20,3953
1694,1,36,155,20,3954
1694,1,37,154,20,3953
1694,1,38,154,20,3953
1694,1,44,155,20,3954
1694,1,45,154,20,3953
1694,1,47,155,20,3954
1694,2,11,155,20,3954
1694,2,14,152,21,4151
1694,2,15,150,27,5349
1694,2,24,152,26,5151
1694,2,25,150,27,5349
1694,2,32,154,20,3953
1694,2,34,154,19,3753
1694,2,35,155,20,3954
1694,2,36,155,20,3954
1694,2,37,156,21,4155
1694,2,38,155,20,3954
1694,2,41,154,20,3953
1694,2,45,155,20,3954
1694,2,46,154,20,3953
1694,3,1,154,20,3953
1694,3,4,155,20,3954
1694,3,12,154,20,3953
1694,3,14,154,21,4153
1694,3,15,151,23,4550
1694,3,27,151,21,4150
1694,3,28,155,20,3954
1694,3,29,155,20,3954
1694,3,30,154,19,3753
1694,3,31,153,21,4152
1694,3,32,155,20,3954
1694,3,33,155,19,3754
1694,3,34,151,21,4150
1694,3,35,154,20,3953
1694,3,36,154,20,3953
1694,3,39,155,20,3954
1694,3,42,155,20,3954
1694,4,2,154,20,3953
1694,4,14,154,20,3953
1694,4,15,152,21,4151
1694,4,16,154,20,3953
1694,4,17,154,20,3953
1694,4,20,146,20,3945
1694,4,22,151,21,4150
1694,4,23,154,20,3953
1694,4,24,154,20,3953
1694,4,25,154,20,3953
1694,4,26,155,20,3954
1694,4,27,154,19,3753
1694,4,28,154,20,3953
1694,4,30,155,20,3954
1694,4,40,154,19,3753
1694,4,41,154,19,3753
1694,4,42,155,20,3954
1694,4,44,154,19,3753
1694,4,45,155,20,3954
1694,5,14,154,19,3753
1694,5,15,188,39,7787
1694,5,16,188,39,7787
1694,5,18,151,27,5350
1694,5,22,151,26,5150
1694,5,25,150,27,5349
1694,5,28,155,20,3954
1694,5,29,154,19,3753
1694,5,31,151,21,4150
1694,5,32,153,21,4152
1694,5,33,155,20,3954
1694,5,34,155,20,3954
1694,5,43,154,19,3753
1694,5,44,155,20,3954
1694,6,11,154,20,3953
1761,0,0,135,84,16734
1761,0,1,134,89,17733
1761,0,2,133,88,17532
1761,0,3,133,80,15932
1761,0,4,134,81,16133
1761,0,5,134,83,16533
1761,0,7,136,76,15135
1761,0,8,141,77,15340
1761,1,16,136,68,13535
1761,1,17,138,67,13337
1761,1,18,136,68,13535
1761,1,39,140,82,16339
1761,1,40,131,83,16530
1761,1,41,136,84,16735
1761,1,43,129,83,16528
1761,1,44,132,84,16731
1761,1,45,139,89,17738
1761,2,4,135,88,17534
1761,2,5,135,84,16734
1761,2,6,141,77,15340
1761,2,39,135,83,16534
1761,2,41,130,82,16329
1761,2,42,134,84,16733
1761,2,43,135,88,17534
1761,2,44,135,84,16734
1761,2,45,134,84,16733
1761,2,46,134,89,17733
1761,2,47,134,85,16933
1761,3,0,134,88,17533
1761,3,1,135,83,16534
1761,3,2,135,82,16334
1761,3,3,139,83,16538
1761,3,4,135,88,17534
1761,3,5,135,83,16534
1761,3,6,140,82,16339
1761,3,7,135,83,16534
1761,3,8,141,77,15340
1761,3,37,142,79,15741
1761,3,38,136,84,16735
1761,3,39,136,83,16535
1761,3,41,134,88,17533
1761,3,42,136,80,15935
1761,3,43,136,76,15135
1761,3,44,136,83,16535
1761,3,45,134,89,17733
1761,3,46,135,86,17134
1761,3,47,136,84,16735
1761,4,0,134,83,16533
1761,4,1,135,83,16534
1761,4,2,134,81,16133
1761,4,3,134,79,15733
1761,4,4,136,83,16535
1761,4,5,141,85,16940
1761,4,6,136,83,16535
1761,4,7,141,77,15340
1761,4,19,141,78,15540
1761,4,20,135,77,15334
1761,4,21,135,76,15134
1761,4,22,57,173,34456
1761,5,27,54,176,35053
1761,5,28,96,112,22295
1761,5,29,139,77,15338
1761,5,30,141,77,15340
1761,5,37,142,78,15541
1761,5,38,140,82,16339
1761,5,39,136,83,16535
1761,5,40,135,91,18134
1761,5,41,136,84,16735
1761,5,42,135,85,16934
1761,5,43,135,81,16134
1761,5,44,134,81,16133
1761,5,45,134,82,16333
1761,5,46,134,76,15133
1761,5,47,135,81,16134
1761,6,0,135,85,16934
1761,6,1,130,81,16129
1761,6,2,135,83,16534
1761,6,3,134,88,17533
1761,6,4,135,88,17534
1761,6,5,135,84,16734
1761,6,6,134,89,17733
1761,6,7,135,83,16534
1761,6,8,145,83,16544
1761,6,9,138,65,12937
1761,6,38,138,77,15337
1761,6,39,135,83,16534
1761,6,40,136,84,16735
1761,6,41,136,84,16735
1761,6,43,135,87,17334
1761,6,44,134,89,17733
1761,6,45,135,84,16734
1761,6,46,135,83,16534
1761,6,47,123,85,16922
1761,7,0,133,88,17532
1761,7,1,134,86,17133
1761,7,2,134,84,16733
1761,7,3,135,86,17134
1761,7,4,136,84,16735
1761,7,6,140,83,16539
1761,7,7,142,78,15541
1810,0,15,52,170,33851
1810,0,17,47,178,35446
1810,0,26,48,177,35247
1810,1,12,56,178,35455
1810,1,13,63,164,32662
1810,1,14,64,167,33263
1810,1,15,63,164,32662
1810,1,17,63,163,32462
1810,1,18,63,162,32262
1810,1,19,63,160,31862
1810,1,20,65,161,32064
1810,1,21,65,163,32464
1810,1,22,66,164,32665
1810,1,23,65,164,32664
1810,1,24,68,161,32067
1810,1,25,63,164,32662
1810,1,28,64,162,32263
1810,1,29,62,161,32061
1810,1,30,67,161,32066
1810,1,31,68,157,31267
1810,1,32,63,163,32462
1810,1,33,64,160,31863
1810,1,34,62,161,32061
1810,1,35,63,164,32662
1810,1,36,64,165,32863
1810,1,37,49,176,35048
1810,1,38,47,178,35446
1810,2,14,57,176,35056
1810,2,15,63,164,32662
1810,2,18,65,163,32464
1810,2,19,63,163,32462
1810,2,20,66,163,32465
1810,2,21,65,165,32864
1810,2,22,67,162,32266
1810,2,23,68,159,31667
1810,2,24,69,156,31068
1810,2,25,63,164,32662
1810,2,28,66,163,32465
1810,2,29,66,163,32465
1810,2,30,64,164,32663
1810,2,31,67,161,32066
1810,2,32,66,163,32465
1810,2,33,65,163,32464
1810,2,34,66,164,32665
1810,2,35,63,167,33262
1810,2,36,66,163,32465
1810,2,37,64,163,32463
1810,2,38,65,163,32464
1810,2,39,61,168,33460
1810,2,40,44,172,34243
1810,3,14,48,177,35247
1810,3,15,63,164,32662
1810,3,18,63,163,32462
1810,3,19,65,165,32864
1810,3,20,66,163,32465
1810,3,21,66,164,32665
1810,3,22,66,163,32465
1810,3,23,66,162,32265
1810,3,24,66,163,32465
1810,3,25,63,164,32662
1810,3,28,65,164,32664
1810,3,29,62,161,32061
1810,3,30,63,164,32662
1810,3,31,65,167,33264
1810,3,32,66,164,32665
1810,3,33,64,163,32463
1810,3,34,66,163,32465
1810,3,35,66,163,32465
1810,3,37,65,163,32464
1810,3,38,66,163,32465
1810,3,39,66,163,32465
1810,3,41,46,175,34845
1810,3,42,47,180,35846
1810,4,18,48,177,35247
1810,4,20,47,178,35446
1810,4,35,48,178,35447
1810,4,36,49,178,35448
1810,4,37,49,176,35048
1810,4,38,47,178,35446
1810,5,14,48,177,35247
1810,5,15,63,164,32662
1810,5,16,63,164,32662
1810,5,18,63,164,32662
1810,5,19,63,161,32062
1810,5,20,65,163,32464
1810,5,21,65,163,32464
1810,5,22,66,164,32665
1810,5,23,66,163,32465
1810,5,24,66,162,32265
1810,5,25,65,163,32464
1810,5,26,63,164,32662
1810,5,28,64,163,32463
1810,5,29,66,162,32265
1810,5,30,66,163,32465
1810,5,31,68,159,31667
1810,5,32,67,161,32066
1810,5,33,65,163,32464
1810,5,34,66,162,32265
1810,5,35,63,164,32662
1810,5,36,65,163,32464
1953,0,3,127,97,19326
1953,0,4,135,104,20734
1953,0,8,135,104,20734
1953,0,11,139,100,19938
1953,0,12,146,90,17945
1953,0,14,151,85,16950
1953,3,30,146,85,16945
1953,3,31,135,105,20934
1953,3,32,135,104,20734
1953,3,33,135,105,20934
1953,3,38,135,104,20734
1953,4,15,135,105,20934
1953,4,16,135,106,21134
1953,4,17,134,108,21533
1953,4,18,135,104,20734
1953,4,20,134,104,20733
1953,4,21,121,97,19320
1953,4,22,121,92,18320
1953,4,23,130,87,17329
1953,4,25,125,87,17324
1953,4,26,125,88,17524
1953,4,27,120,98,19519
1953,4,28,120,94,18719
1953,4,29,120,92,18319
1953,4,30,121,92,18320
1953,4,47,122,93,18521
1953,5,0,134,103,20533
1953,5,4,135,104,20734
1953,5,21,135,104,20734
1953,5,22,134,107,21333
1953,5,23,132,104,20731
1953,5,24,132,103,20531
1953,5,25,133,98,19532
1953,5,26,125,88,17524
1953,5,27,126,94,18725
1953,5,28,121,92,18320
1953,6,2,130,100,19929
1953,6,20,135,105,20934
1953,6,21,134,103,20533
1953,6,22,136,103,20535
1953,6,23,139,102,20338
1953,6,25,137,101,20136
1953,6,26,126,101,20125
1953,6,27,120,98,19519
1953,6,28,121,89,17720
1953,6,29,121,92,18320
1953,7,1,134,104,20733
1953,7,19,133,107,21332
1953,7,20,132,106,21131
1953,7,21,132,104,20731
1953,7,22,134,104,20733
1953,7,24,132,104,20731
1953,7,25,127,103,20526
1953,7,26,121,92,18320
1953,8,2,132,101,20131
1953,8,3,135,104,20734
1953,8,20,139,103,20538
1953,8,22,136,103,20535
1953,8,23,135,104,20734
1953,8,26,133,106,21132
1953,8,28,133,107,21332
1953,8,29,132,107,21331
1953,8,31,134,107,21333
1953,8,32,133,106,21132
1953,8,33,135,104,20734
1953,9,20,136,104,20735
1953,9,21,139,102,20338
1953,9,23,141,103,20540
1953,9,24,141,101,20140
1953,9,25,133,93,18532
1953,9,26,128,87,17327
1953,9,27,125,88,17524
1953,9,28,124,90,17923
1953,9,29,122,93,18521
1953,10,0,128,98,19527
1953,10,14,135,105,20934
1953,10,16,135,104,20734
1953,10,17,133,107,21332
1953,10,18,135,111,22134
1953,10,19,135,102,20334
1953,10,20,134,102,20333
1953,10,21,132,107,21331
1953,10,22,132,108,21531
1953,10,23,135,104,20734
1953,10,24,135,102,20334
1953,10,25,122,88,17521
1953,10,26,118,93,18517
1953,10,27,121,92,18320
1953,11,0,122,93,18521
1953,11,1,135,104,20734
1953,11,22,134,100,19933
1953,11,23,134,88,17533
1953,11,26,125,90,17924
1953,11,27,124,100,19923
1953,11,28,120,98,19519
1953,11,29,120,94,18719
1953,12,0,135,104,20734
1953,12,1,135,104,20734
1953,12,20,133,107,21332
1953,12,21,132,104,20731
2104,0,5,169,33,6568
2104,0,6,150,30,5949
2104,0,14,152,32,6351
2104,0,15,162,39,7761
2104,0,20,199,86,17198
2104,0,23,199,92,18398
2104,0,27,198,88,17597
2104,0,35,198,83,16597
2104,0,36,178,64,12777
2104,0,37,164,63,12563
2104,0,38,133,90,17932
2104,0,39,127,101,20126
2104,0,40,138,54,10737
2104,0,41,142,39,7741
2104,1,18,149,31,6148
2104,1,19,149,31,6148
2104,1,36,155,34,6754
2104,1,37,157,41,8156
2104,1,41,165,39,7764
2104,1,42,155,35,6954
2104,2,12,153,32,6352
2104,2,13,175,55,10974
2104,2,14,176,65,12975
2104,2,16,182,82,16381
2104,2,17,181,78,15580
2104,2,18,180,73,14579
2104,2,19,141,73,14540
2104,2,20,141,74,14740
2104,2,21,143,111,22142
2104,2,22,142,118,23541
2104,2,24,142,119,23741
2104,2,26,145,114,22744
2104,2,27,145,114,22744
2104,2,28,147,114,22746
2104,2,29,154,102,20353
2104,2,30,172,90,17971
2104,2,31,182,82,16381
2104,2,36,182,80,15981
2104,2,37,176,66,13175
2104,2,38,160,44,8759
2104,2,39,149,31,6148
2104,3,13,160,44,8759
2104,3,14,179,66,13178
2104,3,16,183,82,16382
2104,3,17,182,82,16381
2104,3,18,165,56,11164
2104,3,19,167,25,4966
2104,3,20,167,25,4966
2104,3,21,165,43,8564
2104,3,22,173,50,9972
2104,3,25,179,51,10178
2104,3,26,179,68,13578
2104,3,27,191,103,20590
2104,3,28,190,102,20389
2104,3,29,182,82,16381
2104,3,39,179,71,14178
2104,3,40,176,66,13175
2104,3,41,149,31,6148
2104,4,13,157,60,11956
2104,4,14,122,85,16921
2104,4,15,120,86,17119
2104,4,17,119,85,16918
2104,4,18,120,86,17119
2104,4,19,120,85,16919
2104,4,20,119,86,17118
2104,4,21,120,85,16919
2104,4,22,120,85,16919
2104,4,23,119,85,16918
2104,4,24,119,85,16918
2104,4,25,120,85,16919
2104,4,26,120,85,16919
2104,4,27,120,85,16919
2104,4,28,119,85,16918
2104,4,29,120,85,16919
2104,4,30,120,85,16919
2104,4,31,120,85,16919
2104,4,32,120,85,16919
2104,4,33,120,85,16919
2104,4,34,120,85,16919
2104,4,35,119,85,16918
2104,4,37,119,86,17118
2104,4,38,180,68,13579
2104,4,39,181,76,15180
2104,4,41,180,72,14379
2104,4,42,169,50,9968
2104,4,43,149,31,6148
2104,5,13,159,44,8758
2104,5,14,182,82,16381
2104,5,15,182,82,16381
2104,5,19,182,82,16381
2104,5,20,179,87,17378
2104,5,21,170,79,15769
2104,5,22,170,81,16169
2104,5,23,174,85,16973
2104,5,24,173,85,16972
2104,5,25,174,85,16973
2104,5,26,175,86,17174
2104,5,27,175,86,17174
2104,5,28,175,85,16974
2104,5,29,175,86,17174
2112,0,17,179,80,15978
2112,0,20,179,81,16178
2112,0,22,179,80,15978
2112,0,23,179,80,15978
2112,0,24,179,80,15978
2112,0,25,179,80,15978
2112,0,26,179,80,15978
2112,0,27,174,76,15173
2112,0,28,177,80,15976
2112,0,32,174,71,14173
2112,0,33,176,71,14175
2112,0,34,179,79,15778
2112,0,35,180,80,15979
2112,0,36,179,80,15978
2112,0,37,178,80,15977
2112,0,38,178,80,15977
2112,0,39,181,79,15780
2112,0,40,179,80,15978
2112,0,41,179,80,15978
2112,0,44,181,79,15780
2112,0,45,181,79,15780
2112,1,20,181,79,15780
2112,1,21,177,50,9976
2112,1,22,179,80,15978
2112,1,23,177,50,9976
2112,1,24,177,50,9976
2112,1,25,177,50,9976
2112,1,26,177,50,9976
2112,1,27,179,81,16178
2112,1,28,177,50,9976
2112,1,29,177,50,9976
2112,1,30,179,80,15978
2112,1,32,179,80,15978
2112,1,33,179,80,15978
2112,1,34,179,80,15978
2112,1,35,179,81,16178
2112,1,41,179,80,15978
2112,1,44,179,80,15978
2112,1,46,179,80,15978
2112,2,15,179,80,15978
2112,2,16,179,81,16178
2112,2,17,179,80,15978
2112,2,18,179,80,15978
2112,2,19,179,80,15978
2112,2,20,179,80,15978
2112,2,21,179,80,15978
2112,2,22,179,80,15978
2112,2,23,180,64,12779
2112,2,24,179,80,15978
2112,2,25,179,80,15978
2112,2,26,179,80,15978
2112,2,29,179,80,15978
2112,2,32,179,80,15978
2112,2,35,179,80,15978
2112,2,37,179,80,15978
2112,2,40,179,80,15978
2112,2,41,179,80,15978
2112,2,44,179,80,15978
2112,2,45,173,43,8572
2112,2,46,172,43,8571
2112,2,47,179,80,15978
2112,3,0,157,78,15556
2112,3,1,157,78,15556
2112,3,2,179,80,15978
2112,3,3,166,78,15565
2112,3,4,179,80,15978
2112,3,30,163,63,12562
2112,3,31,153,69,13752
2112,3,32,129,77,15328
2112,3,33,179,80,15978
2112,3,34,180,81,16179
2112,3,35,180,82,16379
2112,3,36,179,80,15978
2112,3,38,179,80,15978
2112,3,41,129,81,16128
2112,3,42,132,91,18131
2112,3,43,138,93,18537
2112,3,44,140,85,16939
2112,3,45,147,82,16346
2112,3,46,179,80,15978
2112,3,47,179,80,15978
2112,4,0,200,81,16199
2112,4,1,182,76,15181
2112,4,29,179,80,15978
2112,4,30,179,80,15978
2112,4,31,135,75,14934
2112,4,32,128,80,15927
2112,4,33,179,80,15978
2112,4,34,180,82,16379
2112,4,35,128,80,15927
2112,4,36,128,80,15927
2112,4,37,180,81,16179
2112,4,38,173,80,15972
2112,4,39,128,80,15927
2112,4,40,128,80,15927
2112,4,41,129,83,16528
2112,4,42,137,93,18536
2112,4,43,138,93,18537
2112,4,44,138,93,18537
2112,4,45,143,82,16342
2209,0,3,62,177,35261
2209,0,7,68,169,33667
2209,0,22,66,162,32265
2209,0,23,64,147,29263
2209,0,29,68,161,32067
2209,0,30,66,171,34065
2209,1,37,67,172,34266
2209,1,38,67,175,34866
2209,1,39,69,183,36468
2209,1,44,68,181,36067
2209,1,45,66,171,34065
2209,1,46,66,171,34065
2209,1,47,66,170,33865
2209,2,3,66,170,33865
2209,2,4,66,171,34065
2209,2,5,66,170,33865
2209,2,7,66,170,33865
2209,2,8,66,170,33865
2209,2,9,66,170,33865
2209,2,10,66,170,33865
2209,2,12,66,171,34065
2209,2,13,66,171,34065
2209,2,15,65,167,33264
2209,2,16,69,156,31068
2209,2,17,66,148,29465
2209,2,22,66,148,29465
2209,2,23,67,147,29266
2209,2,24,67,149,29666
2209,2,36,67,149,29666
2209,2,37,66,163,32465
2209,2,38,65,171,34064
2209,2,42,66,170,33865
2209,2,43,66,170,33865
2209,2,46,66,170,33865
2209,2,47,66,171,34065
2209,3,0,66,171,34065
2209,3,5,66,170,33865
2209,3,6,66,171,34065
2209,3,9,66,170,33865
2209,3,12,66,171,34065
2209,3,15,66,170,33865
2209,3,16,66,148,29465
2209,3,17,67,149,29666
2209,3,22,67,149,29666
2209,3,23,67,149,29666
2209,3,24,66,148,29465
2209,3,25,66,148,29465
2209,3,29,66,148,29465
2209,3,31,67,149,29666
2209,3,33,66,148,29465
2209,3,34,66,148,29465
2209,3,35,67,149,29666
2209,3,36,66,163,32465
2209,3,37,67,170,33866
2209,4,20,66,169,33665
2209,4,21,66,148,29465
2209,4,22,67,149,29666
2209,4,24,66,148,29465
2209,4,27,67,149,29666
2209,4,28,66,148,29465
2209,4,29,67,149,29666
2209,4,33,66,149,29665
2209,4,36,66,148,29465
2209,4,40,67,149,29666
2209,4,41,66,148,29465
2209,4,42,67,149,29666
2209,4,43,68,161,32067
2209,5,15,65,164,32664
2209,5,16,68,159,31667
2209,5,17,66,148,29465
2209,5,18,66,148,29465
2209,5,24,66,148,29465
2209,5,28,67,149,29666
2209,5,34,67,149,29666
2209,5,35,67,148,29466
2209,5,36,66,148,29465
2209,5,37,67,149,29666
2209,5,38,63,154,30662
2209,5,39,63,159,31662
2209,5,40,50,181,36049
2209,6,0,52,178,35451
2209,6,1,66,171,34065
2209,6,22,57,167,33256
2209,6,23,67,167,33266
2209,6,24,70,165,32869
2209,6,25,105,114,22704
2209,6,45,106,36,7105
2209,6,46,113,64,12712
2209,6,47,116,60,11915
2209,7,0,117,85,16916
2209,7,1,87,109,21686
2209,7,2,63,155,30862
2209,7,3,66,171,34065
2209,7,34,66,171,34065
2209,7,36,66,170,33865
2209,7,37,66,171,34065
2209,7,38,66,171,34065
2209,7,40,66,171,34065
2209,7,41,66,170,33865
2209,7,42,66,171,34065
2223,0,16,177,16,3176
2223,0,17,178,23,4577
2223,0,19,177,23,4576
2223,1,24,176,25,4975
2223,1,25,176,25,4975
2223,1,26,177,23,4576
2223,1,27,182,30,5981
2223,1,28,180,38,7579
2223,1,29,178,26,5177
2223,2,14,177,23,4576
2223,2,15,174,17,3373
2223,2,16,174,17,3373
2223,2,17,174,17,3373
2223,2,18,174,17,3373
2223,2,19,175,18,3574
2223,2,24,174,17,3373
2223,2,26,174,18,3573
2223,2,27,174,18,3573
2223,2,29,174,18,3573
2223,2,30,175,18,3574
2223,2,31,175,18,3574
2223,2,33,174,17,3373
2223,2,34,178,22,4377
2223,2,35,177,23,4576
2223,3,20,178,24,4777
2223,3,22,178,23,4577
2223,3,23,180,35,6979
2223,3,25,175,34,6774
2223,3,26,171,27,5370
2223,3,29,171,28,5570
2223,3,30,177,36,7176
2223,3,31,180,26,5179
2223,4,20,176,22,4375
2223,4,22,177,23,4576
2223,4,23,177,24,4776
2223,4,24,176,23,4575
2223,4,25,176,19,3775
2223,4,26,177,23,4576
2223,4,40,176,23,4575
2223,4,41,174,17,3373
2223,4,42,174,17,3373
2223,4,43,174,18,3573
2223,4,46,174,17,3373
2223,4,47,174,18,3573
2223,5,0,174,17,3373
2223,5,1,174,18,3573
2223,5,2,174,17,3373
2223,5,3,174,18,3573
2223,5,4,175,18,3574
2223,5,5,174,17,3373
2223,5,7,174,17,3373
2223,5,8,174,17,3373
2223,5,9,176,22,4375
2223,5,33,176,24,4775
2223,5,35,175,24,4774
2223,5,36,176,25,4975
2223,6,13,177,22,4376
2223,6,14,176,18,3575
2223,6,15,174,17,3373
2223,6,16,174,17,3373
2223,6,17,174,17,3373
2223,6,18,175,18,3574
2223,6,19,174,17,3373
2223,6,20,174,17,3373
2223,6,22,174,18,3573
2223,6,23,174,17,3373
2223,6,24,174,18,3573
2223,6,25,174,18,3573
2223,6,26,174,17,3373
2223,6,27,174,18,3573
2223,6,28,174,18,3573
2223,6,29,174,18,3573
2223,6,31,174,17,3373
2223,6,32,174,18,3573
2223,6,33,174,17,3373
2223,6,34,176,23,4575
2223,7,18,177,23,4576
2223,7,19,177,23,4576
2223,7,22,176,23,4575
2223,7,23,176,26,5175
2223,7,25,178,24,4777
2223,7,32,177,23,4576
2223,7,34,176,24,4775
2223,8,32,178,24,4777
2223,8,33,177,14,2776
2223,8,34,177,23,4576
2223,9,14,176,20,3975
2223,9,15,177,23,4576
2223,9,16,174,18,3573
2223,9,17,174,17,3373
2223,9,18,174,18,3573
2223,9,19,175,15,2974
2223,9,20,174,17,3373
2223,9,22,174,17,3373
2223,9,24,179,14,2778
2223,9,25,174,17,3373
2223,9,26,174,17,3373
2223,9,27,174,17,3373
2223,9,28,175,17,3374
2223,9,29,174,17,3373
2307,0,17,37,4,636
2307,0,18,38,4,637
2307,0,19,37,5,836
2307,0,21,35,5,834
2307,0,23,38,4,637
2307,0,24,35,5,834
2307,0,26,37,5,836
2307,0,28,36,4,635
2307,0,29,35,5,834
2307,0,30,29,4,628
2307,0,31,37,5,836
2307,0,32,34,6,1033
2307,0,33,37,3,436
2307,9,19,35,5,834
2307,9,20,34,4,633
2307,9,21,37,5,836
2307,9,22,37,5,836
2307,9,23,37,5,836
2307,9,25,35,5,834
2307,9,26,37,5,836
2307,9,27,36,5,835
2307,9,28,37,5,836
2307,12,16,38,3,437
2307,12,18,38,3,437
2307,12,19,37,3,436
2307,12,20,38,1,37
2307,12,21,37,5,836
2307,12,22,37,3,436
2307,12,23,37,3,436
2307,12,24,37,3,436
2307,12,25,37,4,636
2307,12,26,35,4,634
2307,12,27,38,3,437
2307,12,28,37,3,436
2307,12,29,37,3,436
2307,12,30,35,4,634
2307,12,37,41,2,240
2307,13,20,37,4,636
2307,13,21,38,3,437
2307,13,22,37,5,836
2307,13,23,37,5,836
2307,13,24,37,3,436
2307,13,25,36,4,635
2307,13,26,38,3,437
2307,17,19,39,2,238
2307,17,21,37,1,36
2307,18,35,76,8,1475
2307,18,36,76,9,1675
2307,18,37,75,8,1474
2307,19,37,50,5,849
2307,19,39,44,3,443
2307,20,12,72,7,1271
2307,20,13,75,7,1274
2307,20,14,76,9,1675
2307,20,15,76,9,1675
2307,20,17,75,7,1274
2307,20,18,76,9,1675
2307,20,20,76,9,1675
2307,20,22,76,8,1475
2307,20,23,76,8,1475
2307,20,24,76,9,1675
2307,20,25,76,8,1475
2307,20,26,76,9,1675
2307,20,30,76,7,1275
2307,20,31,75,8,1474
2307,20,32,76,9,1675
2307,20,33,76,9,1675
2307,20,35,75,7,1274
2307,20,36,76,9,1675
2307,20,37,74,4,673
2307,21,20,37,5,836
2307,21,21,37,5,836
2307,21,22,35,5,834
2307,21,23,38,4,637
2307,21,25,35,5,834
2307,21,26,35,4,634
2307,21,27,35,5,834
2307,21,28,35,6,1034
2307,21,29,37,5,836
2307,21,30,37,5,836
2307,21,31,37,5,836
2307,21,32,35,5,834
2307,21,34,38,4,637
2307,24,19,37,5,836
2307,24,20,35,5,834
2307,24,21,36,5,835
2307,24,22,37,5,836
2307,24,24,37,5,836
2307,24,26,37,5,836
2307,24,29,35,5,834
2307,26,20,37,4,636
2307,26,21,37,3,436
2307,26,22,35,4,634
2307,26,23,37,3,436
2307,26,24,37,5,836
2307,26,25,35,4,634
2307,26,26,37,3,436
2307,26,27,37,3,436
2307,26,28,33,4,632
2307,27,10,59,2,258
2515,0,19,51,186,37050
2515,0,20,50,185,36849
2515,0,21,51,185,36850
2515,0,24,53,183,36452
2515,0,25,53,177,35252
2515,0,28,53,178,35452
2515,0,29,51,185,36850
2515,0,30,53,186,37052
2515,0,34,50,187,37249
2515,0,35,52,187,37251
2515,1,13,54,181,36053
2515,1,14,66,175,34865
2515,1,15,66,174,34665
2515,1,24,67,176,35066
2515,1,42,64,176,35063
2515,1,43,53,186,37052
2515,2,13,54,180,35853
2515,2,14,63,176,35062
2515,2,15,66,175,34865
2515,2,24,67,175,34866
2515,2,40,66,175,34865
2515,2,41,54,185,36853
2515,3,13,55,178,35454
2515,3,14,66,174,34665
2515,3,15,66,175,34865
2515,3,24,66,176,35065
